NCO_Code,Job_Title
5111.9900,"Travel Attendants and Travel Stewards,"
5112.0100,"Guard, Passenger Train"
5112.0200,"Guard, Goods Train"
5112.0300,"Brakesman, Railway"
5112.0400,"Conductor Guard, Railway"
5112.0500,"Ticket Collector, Railway"
5112.0600,"Travelling Ticket Examiner, Railway"
5112.0700,"Ticket Examiner, Motor Transport"
5112.0800,"Passenger Guide, Railway"
5112.0900,"Conductor, Tram"
5112.1000,Bus Conductor
5112.9900,"Transport Conductors, Other"
5113.0100,Travel Agent
5113.0200,Tourist Guide
5113.9900,"Guides, Other"
5120.0200,"Cook, Institutional"
5120.0300,"Cook, Domestic"
5120.0400,"Cook, Ship"
5120.0500,Kitchen Porter/Steward
5120.0600,Pantry Man
5120.9900,"Cooks, Other"
5131.0100,Butler
5131.0200,"Steward, Hotel"
5131.0300,"Bearer, Domestic/Household Workers"
5131.0401,"Waiter, Institutional/Food & Beverage"
5131.0500,Wine Waiter
5131.9900,"Waiters, Other"
5132.0100,Barman
5132.9900,"Bartenders, Other"
5141.0100,Hairdresser (Ladies)
5141.0201,Assistant Hair Stylist
5141.0300,Barber
5141.9900,"Hairdressers, Other"
5142.0100,Beautician
5142.0101,Assistant Beautician
5142.0200,Manicurist
5142.0201,Pedicurist and Manicurist
5142.0300,Skincare Specialist
5142.0400,Make -Up Man
5142.0500,"Dresser, Stage & Studio"
5142.0600,Wigman
5142.0700,Bath Attendant
5142.9900,"Beauticians and Related Workers, Others"
5151.0101,Housekeeper (Institutional)/Housekeeping
5151.0201,Janitor/Housekeeping Attendant
5151.0202,Room Attendant
5151.0300,House Stewards/Domestic Help
5151.0400,"Matron, Housekeeping"
5151.0500,Linen Keeper
5151.0600,Hotel and Restaurant Keeper/Hotel and
5151.0701,"Supervisor, Front Office/Customer Service"
5151.0800,Room Bearer/Bell Boys/Bell Hop/Hotel
5151.9900,Cleaning and Housekeeping Supervisors in
5152.0100,Housekeeper (Domestic)
5152.9900,"Domestic Housekeepers, Others"
5153.0100,"Caretaker, Building"
5153.0200,"Caretaker, Monument"
5153.0300,"Caretaker, Burial Places and Cremation"
5153.9900,"Building Caretakers, Other"
5161.0100,Astrologer
5161.0200,Palmist
5161.9900,"Astrologers, Fortune Tellers and Related"
5163.0100,Undertaker
5163.0200,Embalmer
5163.0300,Grave Digger
5163.9900,"Undertakers and Embalmers, Other"
5165.0101,Commercial Vehicle Driver Trainer
5211.0100,Advertising Sales Agent/Advertising
5211.0200,Shop Attendant/Sales Assistant
5211.0300,Telemarketing Sales Person/Telemarketing
5211.0301,Sales Executive – Dealership
5211.0302,Telecaller
5211.9900,"Stall and Market Salespersons, Other"
5212.0100,Milkman
5212.9900,"Street Food Vendors, Other/ Khomchawala,"
5222.0100,"Sales Supervisor, Wholesale Trade"
5222.0101,Area Parts Manager (APM)
5222.0201,"Sales Supervisor, Retail Trade/CRM"
5223.0100,Shop Assistant
5223.0101,Order Processor
5223.0102,Jewellery Retail Sales Associate (Basic)
5223.0103,Jewellery Retail Sales Associate (Advanced)
5223.0104,Plumbing Products Sales Assistant
5223.0105,Trainee Associate
5241.0100,"Model, Fashion"
5241.0200,Model
5241.9900,"Fashion and Models, Other"
5242.0101,Technical Demonstrator (Sale)/Area
5242.0102,Sales Associate
5242.0201,Customer Care Executive (Relationship
5242.0301,Customer Care Executive (Repair Centre)
5242.0401,In-Store Promoter
5242.0501,Associate Network Engineer
5242.0502,Associate Operations Engineer
5242.9900,"Sales Demonstrators, Other"
5243.0100,Newspaper Boy
5243.0200,Order Supplier/Supplier
5243.0300,Home Deliveryman
5243.0401,Distributor Sales Representative
5243.0501,Field Sales Executive (FSE)
5243.0502,Sales Executive  (Broadband)
5243.9900,"Door -to-Door and Telephone Sales Persons,"
5244.0100,"Operator, Call Centre"
5244.0101,CRM Domestic Voice
5244.0102,Associate – CRM
5244.0103,Customer Relation Executive
5244.0201,CRM Domestic Non -Voice
5244.0202,Associate Customer Care (Non -Voice)
5244.0203,Collections Executive
5244.0301,Customer Care Executive
5244.0302,Remote Helpdesk Technician
5244.0303,Customer Care Executive (Call Centre)
5245.0101,Petrol Pump Salesman/Fuel
5249.0101,Key Account Service Manager
5249.0200,"Salesman, Wholesale Trade"
5249.0201,Commercial Manager (Zonal/Regional)
5249.0202,Commercial Executive/Officer
5249.0301,"Salesman, Retail Trade"
5249.0400,Wholesale Dealer
5249.0500,Retail Dealer
5249.0600,Selling Agent
5249.0700,Stockist
5311.0100,"Ayah, Institutional"
5311.0200,Child Care Worker
5311.0300,Governess
5311.0400,"Ayah, Domestic"
5311.9900,"Child Care Workers, Other"
5322.0101,Home Health Aide
5322.9900,"Home -Based Personal Care Workers, Other"
5329.0101,General Duty Assistant
5411.0100,Fire Fighter
5411.9900,"Fire Fighters, Other"
5412.0100,Police Constable
5412.0200,"Sepoy, Customs"
5412.0300,"Constable, Excise"
5412.9900,"Police Officers, Other"
5413.0100,"Warder, Jail"
5413.9900,"Prison Guards, Other"
5414.0101,Security Officer
5414.0102,Assignment Manager
5414.0111,Security Supervisor
5414.0121,CCTV Supervisor
5414.0151,Armed Security Guard
5414.0171,Personal Security Officer
5414.0200,Home Guard
5414.0400,Watchman
5414.0501,Gateman/Unarmed Security Guard
6111.0100,"Cultivator, General"
6111.0101,Paddy Farmer
6111.0200,"Cultivator, Crop"
6111.0201,Wheat Cultivator
6111.0301,Maize Cultivator
6111.0401,Pulses Cultivator
6111.0501,Soybean Cultivator
6111.0601,Cotton Cultivator
6111.0701,Sugarcane Cultivator
6111.0800,"Cultivator, Fruit"
6111.0851,Coconut Grower
6111.0852,Friends of Coconut Tree
6111.0901,Banana Farmer
6111.1001,Mango Grower
6111.1101,Citrus Fruit Grower
6111.1200,Viniculturist
6111.1300,"Cultivator, Vegetables"
6111.1401,Bulb Crop Cultivator
6111.1501,Solanaceous  Crop Cultivator
6111.1601,Tuber Crop Cultivator
6111.1801,Chillies Cultivator
6111.1901,Coriander Cultivator
6111.2000,"Fieldman, Agriculture"
6111.9900,"Field Crop and Vegetable Growers, Other"
6112.0100,"Pruner, Tea Gardens"
6112.0200,"Tapper, Palm Juice"
6112.0201,Neera Technician
6112.0300,"Tapper, Rubber"
6112.0400,Budder
6112.0501,Tea Plantation Worker
6112.0601,Coffee Plantation Worker
6112.0701,Bamboo Grower
6112.0801,Rubber Nursery Worker – Budder
6112.0802,Rubber Nursery Worker – General
6112.9900,"Tree and Shrub Crop Growers, Other"
6113.0100,Planter
6113.0200,Nurseryman
6113.0301,"Gardener, General"
6113.0400,Groundsman
6113.0501,Greenhouse Fitter
6113.0601,Floriculturist – (Open Cultivation)
6113.0602,Floriculturist – (Protected Cultivation)
6113.9900,"Nursery Workers and Gardeners, Other"
6114.9900,"Mixed Crop Growers, Other"
6116.0101,Agriculture Extension Executive
6116.0102,Agriculture Extension Service Provider
6116.0112,Community Service Provider
6121.0100,"Farmer, Livestock"
6121.0201,"Farmer, Dairy/Dairy Farmer/Entrepreneur"
6121.0300,"Livestock Worker, General"
6121.0400,Herdsman
6121.0500,Livestock Workers/Other Livestock Workers
6121.0601,"Dairy Farm Worker, General/Dairy Worker"
6121.0700,Milker
6121.0800,"Milker, Machine"
6121.1000,Stableman
6121.1100,Elephant Keeper
6121.1200,"Shearer, Sheep"
6121.1300,"Shearer, Animal, Other/Shearer, Other"
6121.1400,Grass Cutter
6121.9900,"Dairy and Livestock Producers, Other"
6122.0101,"Farmer, Poultry/Broiler Farm Supervisor"
6122.0200,"Farmer, Poultry Breeding"
6122.0301,"Poultry Farm Worker, General/Broiler Farm"
6122.0401,Hatchery Operator/Hatchery In -Charge
6122.9900,"Poultry Farm Workers, Other"
6123.0101,Beekeeper
6123.0201,"Rearer, Silkworm/ Sericulturist"
6123.9900,"Apiarists and Sericulturists, Other"
6129.0100,"Farmer, Fur -Bearing Animals"
6129.0200,Mixed Animal Producers
6129.9900,"Animal Producers and Related Workers,"
6130.0100,Artificial Breeding Technician
6130.0201,Seed Grower/Quality Seed Grower
6130.0202,Seed Processing Worker
6130.9900,"Mixed Crop and Animal Workers, Other"
6210.0100,Forester
6210.0200,Forest Guard
6210.0300,Forest Fire Watcher
6210.0400,Foresters and Related Workers
6210.0500,Gatherer Lac
6210.0600,"Gatherer, Medicinal Herbs"
6210.0700,"Gatherer, Firewood"
6210.0800,Cane Cutter
6210.0900,Thatch Cutter
6210.1000,Log Feller
6210.1100,Wood Cutter
6210.1200,"Marker, Log"
6210.1300,Sandalwood Extractor
6210.1400,"Estimator, Timber"
6210.1500,"Sorter, Timber"
6210.1600,Log Driver
6210.1700,"Charcoal Burner, Wood"
6210.1800,"Digester Operator, Wood"
6210.1900,"Distiller, Turpentine and Eucalyptus"
6210.2000,Lac Treater
6210.9900,"Forestry and Related Workers, Other"
6221.0101,Shrimp Farmer
6221.0102,Hatchery Production Worker
6222.0100,"Fisherman, Inland Water"
6222.0200,"Fisherman, Estuaries, Coastal and"
6222.9900,"Inland and Coastal Water Fishery Workers,"
6223.0101,"Fisherman, Deep Sea/Marine Capture"
6223.9900,"Deep Sea  Fishery Workers, Other"
6224.0300,Trapper
6224.0400,Tracker
6224.0500,Fish Overseer
6224.0600,Fisheries Inspector
6224.0700,"Fieldman, Fish"
6224.0800,Yard Officer
6224.0900,Fish Hatcher
6224.1000,Fish Curer
6224.1100,Fish Meal Maker
6224.1200,Rock Pilot
6224.1300,Man Duck
6224.1400,Net Maker
6224.9900,"Hunters and Trappers, Other"
6310.0100,Tree Trimmer and Pruner
6310.9900,"Subsistence Crop Farmers, Others"
7111.0100,Hut Maker
7111.0200,Thatcher
7111.9900,"Builders, Traditional Materials, Other"
7112.0100,Stone Mason
7112.0200,"Bricklayerer, Construction"
7112.0201,Plumbing Mason
7112.0300,"Bricklayer, Refractory"
7112.0400,Paviour
7112.0500,Tar Supervisor
7112.0601,Assistant Mason
7112.9900,"Bricklayerers, Other"
7113.0200,"Stone Cutter, Hand"
7113.0300,"Stone Dresser, Hand"
7113.0400,Stone Carver
7113.0500,"Stone Polisher, Hand"
7113.9900,"Stone Splitters, Cutters and Carvers, Other"
7114.0100,Concrete Moulder
7114.0200,Cement Finisher
7114.9900,"Concrete Placers, Concrete Finishers and"
7115.0100,"Carpenter, General"
7115.0200,"Carpenter, Construction"
7115.0201,Assistant Shuttering Carpenter
7115.0300,"Carpenter, Structural"
7115.0400,"Carpenter, Village"
7115.0500,"Joiner, Wood"
7115.0600,"Loftsman, Ship Building"
7115.0700,Shipwright
7115.0800,"Lascar Stager, Ship Building"
7115.1100,"Carpenter Worker , Boat Building"
7115.1200,"Carpenter, Boat Building"
7115.1300,"Caulker, Boat Building"
7115.9900,"Carpenters and Joiners Operatives, Other"
7119.0100,Well Digger
7119.0200,White Washer
7119.0301,Assistant Scaffolder
7119.9900,Building Frame and Related Trades
7121.0100,"Tile Layer, Roof"
7121.9900,"Roofers, Other"
7122.0100,Tile Setter
7122.0200,Concrete Mixer (Mosaic Tile)
7122.0300,Tile Presser (Mosaic)
7122.0400,Planer (Mosaic Tile)
7122.0500,Mosaic Layer
7122.0600,Parquetry Floor Layer
7122.9900,"Floor Layers and Tile Setters, Other"
7123.0100,Plasterer
7123.9900,"Plasterers, Other"
7124.0100,"Building Insulator, Hand"
7124.0200,Acoustical Insulator
7124.0300,"Insulator, Boilers and Pipes"
7124.0400,"Insulator, Refrigeration and Air -"
7124.9900,"Insulation Workers, Other"
7125.0100,Glazier (Construction)
7125.0200,"Glazier, Vehicle"
7125.0300,Picture Framer
7125.9900,"Glaziers, Other"
7126.0101,"Plumber, General"
7126.0102,"Plumber, Operations"
7126.0103,"Plumber, General – Installation and Repair"
7126.0104,"Plumber, General Helper"
7126.0105,"Plumber, General Assistant"
7126.0106,"Plumber, Maintenance and Servicing"
7126.0107,"Plumber, Maintenance and Servicing"
7126.0201,Pipe Layer/Plumber Pipeline
7126.0301,Pipe Fitter
7126.0400,Straightening Machine Operator (Iron &
7126.0500,"Puncher, Metal"
7126.0600,Pneumatic Chipper
7126.9900,"Plumbers and Pipe Fitters, Other"
7127.0100,"Mechanic, Refrigeration and Air -"
7131.0100,"Painter, Building"
7131.0101,Assistant Painter and Decorator
7131.0200,"Painter, Steel Structure"
7131.0300,"Painter, Industrial"
7131.0500,Paper Hanger/Wallpaper Fixer/Decorator
7131.9900,"Painters and Related Workers, Other"
7132.0100,"Painter, General"
7132.0201,"Painter, Spray/Painting Technician (Spray"
7132.0202,Auto Spray Painter/Painter
7132.0203,Auto Body Painting Technician – Surface
7132.0204,Automotive Body Painting Technician
7132.0205,Auto Spray Painter Assistant/Painter
7132.0300,Metal Sprayer
7132.0400,"Painter, Sign and Letter"
7132.0500,"Painter, Brush"
7132.0600,"Painter, Wood Work and Furniture"
7132.0700,"Painter, Glass"
7132.0900,"Painter, Mate"
7132.0901,Automotive Paint Shop Assistant
7132.9900,"Varnishers and Related Workers, Other"
7211.0100,"Moulder, General"
7211.0101,Press Shop Operator
7211.0102,Press Shop Assistant/Helper
7211.0200,"Moulder, Machine"
7211.0201,Casting Technician – Sand Moulding
7211.0300,"Moulder, Vertical Pipe"
7211.0400,"Rammer, Vertical Pipe Moulding"
7211.0500,"Core Maker, Moulding (Hand)"
7211.0600,"Core Maker, Vertical Pipe"
7211.9900,"Metal Moulders and Core Makers, Other"
7212.0100,"Welder, Gas"
7212.0101,Plumber (Welder)/Plumbing (Sanitary
7212.0102,Plumber (Welder) Assistant
7212.0105,Tungsten Inert Gas Welder
7212.0111,Repair Welder
7212.0200,"Welder, Electric"
7212.0300,"Welder, Machine"
7212.0301,Welder
7212.0302,Welding Technician
7212.0303,Gas Metal Arc Welder/Metal Inert
7212.0400,Gas Cutter
7212.0402,Plasma Cutter – Manual
7212.0500,Brazer
7212.0501,Soldering and Brazing Operator
7212.0600,Lead Burner
7212.0700,"Welder, Resistance"
7212.0801,Welding Assistant
7212.9900,"Welders and Flame Cutters, Other"
7213.0101,"Sheet Metal Worker, General/Sheet Metal"
7213.0200,"Sheet Metal Worker, Structural"
7213.0201,Auto Engine Repair Technician
7213.0301,Dent Remover/Auto Body Repair
7213.0302,Auto Body Technician/Denter
7213.0400,Tinsmith/Whitesmith
7213.0500,Tin Coater
7213.0600,Machine Feeder and Off -Bearer
7213.9900,"Sheet Metal Workers, Other"
7214.0300,Boiler Fitter
7214.0400,"Tubesmith, Boiler"
7214.0500,Boiler Maker
7214.0600,"Erector, Structural"
7214.0700,"Fitter, Structural"
7214.0800,"Fitter, Construction"
7214.0900,Riveter
7214.1000,Riveter (Railroad Equipment)
7214.1101,Assistant Bar Bender and Fixer
7214.9900,"Structural Metal Prepares and Erectors,"
7215.0100,Rigger
7215.0101,Rigger: Rigging of Heavy Material
7215.0200,Slinger
7215.0300,Splicer (Rope and Cables)
7215.9900,"Riggers and Cable Splicers, Other"
7221.0100,Blacksmith
7221.0200,Village Blacksmith
7221.0300,Power Hammer Operator
7221.0301,Forging Operator
7221.0400,Hammer Man
7221.0500,Stamper/Forging Operator
7221.0600,Farrier
7221.0700,Wire Drawer/Wire Drawing Machine
7221.0800,Metal Spinner/Metal spinning Machine
7221.9900,"Blacksmiths, Hammersmith and Forging"
7222.0100,"Marker, Metal"
7222.0200,Tool Maker
7222.0300,Jig and Fixture Marker
7222.0400,Jig Borer
7222.0500,Die Maker
7222.0600,"Die Sinker, Hand"
7222.0700,Locksmith
7222.0800,"Pattern Marker, Metal  Foundry"
7222.0900,Armourer
7222.9900,"Tool Makers and Related Workers, Other"
7223.0100,"Tool Setter, General"
7223.0200,"Tool Setter, Press"
7223.0300,"Setter, Drop Forging Machine"
7223.0400,"Setter, Automatic Machine"
7223.0401,Assembly Line Machine Setter
7223.0500,"Mechanist, General/Machinist"
7223.0501,Machine Shop Master Technician/Setter
7223.0502,Machine Shop Supervisor
7223.0601,Turner/Conventional Turning
7223.0700,Turret and Capstan Lathe Operator
7223.0701,Lathe Machinist
7223.0800,Shaper
7223.0900,Planer
7223.1000,"Planer, Edge"
7223.1100,Slotter
7223.1201,Miller/Operator – Conventional Milling
7223.1300,Gear Cutter
7223.1400,Heavy Duty End Mill Operator
7223.1500,"Driller Metal, General"
7223.1600,Radial Driller
7223.1701,Borer/Operator Boring Machine Operator
7223.1800,Cylinder Borer
7223.1900,Rifling Machine Operator
7223.2000,Bending Machine Operator
7223.2100,Glazer
7223.2200,"Grinder, Tool and Cutter"
7223.2300,"Power Press Operator, Metal"
7223.2400,Sheet Metal Machine Operator
7223.2500,Ball Filling Machine Operator
7223.2600,Ball Lapping Machine Operator
7223.2700,Dividing Machine Operator
7223.2800,Die Copying Machine Operator/Die Sinking
7223.2900,Profiling Machine Operator
7223.3000,Metal Stamper
7223.5001,Machining Technician/CNC Operator
7223.5002,CNC Operator – Machining Technician
7223.5003,CNC Operator – Machinist
7223.5004,CNC Operator - Vertical Machining Centre
7223.5005,CNC Setter -cum -Operator – Vertical
7223.6001,CNC Setter -cum -Operator – Turning
7223.6002,CNC Operator – Turning
7223.6003,CNC Programmer
7223.9900,Metal Working Machine Tool Setters and
7224.0100,"Grinder, General"
7224.0102,Fitter – Fabrication
7224.0200,"Grinder, Crankshaft"
7224.0300,Roll Grinder
7224.0400,Surface Grinder
7224.0401,Grinder – Hand -Held and Power Tools
7224.0402,Operator – Conventional Surface Grinding
7224.0500,Thread Grinder
7224.0600,Honer/Honing Machine Operator
7224.0700,Lapper
7224.0701,Super Finishing Technician
7224.0801,Polisher
7224.0900,"Saw Grinder, Hand"
7224.1100,Metal Bluer
7224.9900,"Metal Wheel Grinder, Polishing and Tool"
7231.0100,"Mechanic, Automobile"
7231.0101,Maintenance Technician – Service
7231.0102,AC Specialist
7231.0103,Automotive Body Technician Level
7231.0104,Automotive Body Technician Level
7231.0105,Brake Specialist
7231.0106,Clutch Specialist
7231.0107,Auto Service Technician – Mechanic
7231.0108,Auto Service Technician – Helper
7231.0200,Engine Tester
7231.0201,Test Technician
7231.0300,Tractor Mechanic
7231.0400,Fitter Automobile
7231.0401,Mechanic Fitter
7231.0500,"Mechanic, Motor Cycle"
7231.0501,Auto Service Technician (Two and Three
7231.0900,Cleaner Motor Vehicle
7231.9900,"Motor Vehicle Mechanics, Other"
7232.0100,Airframe Erector
7232.0200,"Mechanic Aircraft, Propeller"
7232.0300,"Engine Tester, Aircraft"
7232.0400,"Engine Tester, Helper, Aircraft"
7232.0500,"Mechanic Aircraft Engine, Field"
7232.0600,"Mechanic Aircraft, Engine Overhauling"
7232.9900,"Aircraft Mechanics, Other"
7233.0100,"Fitter, General"
7233.0101,Maintenance Fitter – Mechanical
7233.0102,Machinist
7233.0121,"Fitter Levelling, Alignment & Balancing"
7233.0200,"Fitter, Bench"
7233.0300,"Mechanic, Petrol Engine"
7233.0301,Bearing Maintenance
7233.0400,"Mechanic, Diesel Engine"
7233.0401,Belt Conveyor Maintenance
7233.0402,Conveyor Operation and Maintenance
7233.0600,"Mechanic, Gas/Diesel Engine"
7233.0700,"Mechanic, Earth Moving Machinery"
7233.0701,Mobile Equipment Maintenance
7233.0800,"Mechanic, Road Roller"
7233.0900,"Mechanic, Turbine"
7233.1000,"Mechanic, Stationery Steam Engine"
7233.1100,"Mechanic, Maintenance, Chemical"
7233.1200,Millwright
7233.1300,"Mechanic, Pump"
7233.1301,Plumber (Pumps & E/M Mechanic)
7233.1400,"Mechanic, Dairy Maintenance"
7233.1500,"Mechanic, Mining Machinery"
7233.1600,"Mechanic, Textile Machinery"
7233.1700,"Mechanic, Printing Machinery"
7233.1800,"Mechanic, Sewing Machine"
7233.1900,"Lamp Repairman, Mines"
7233.2000,"Mechanic, Repairman (Domestic"
7233.2100,"Fitter, Stationery Steam Engine"
7233.2200,"Fitter, Marine"
7233.2300,"Fitter, Railway Carriage and Wagon"
7233.2400,"Fitter, Loco"
7233.2500,Loco Cleaner
7233.2600,"Fitter, Bicycle"
7233.2700,"Fitter, Signal"
7233.2800,Agriculture Engineering Technician
7233.2901,Fitter: Hydraulic and Pneumatic System
7233.9900,"Machinery Mechanics and Fitters, Other"
7311.0100,"Mechanic Precision Instrument, General"
7311.0101,Technician Instrumentation
7311.0200,Watch Repairer
7311.0300,Assembler (Clock & Watch)
7311.0400,"Mechanic Precision Instrument, Mechanical"
7311.0401,Fitter Instrumentation
7311.0500,"Viewer, Workshop"
7311.0600,"Mechanic, Atomizer and Fuel Pump (Diesel)"
7311.0800,"Mechanic, Optical Instrument"
7311.0900,"Calibrator, Glass"
7311.1000,Calibrator (Instrument & Apparatus)
7311.1001,Calibration Technician
7311.1002,Calibration Engineer
7311.1100,"Calibrator, Other"
7311.1200,Orthopaedic Appliances and Limb
7311.1400,"Instrument Maker, Other"
7311.9900,"Precision Instrument Makers and Repairers,"
7312.0100,Musical Instrument Maker (String )
7312.0200,Harmonium Maker
7312.0300,Harmonium Key Maker
7312.0400,Harmonium Fitter
7312.0500,Bellow Man (Harmonium)
7312.0600,Reed Fitter (Harmonium)
7312.0800,Finisher (Harmonium)
7312.1000,Organ Tuner
7312.1200,Piano Tuner
7312.1300,Tabla Maker (Musical Instrument)
7312.1400,"Drum Maker, Musical"
7312.1500,Clarinet Assembler
7312.1600,Bagpipe Maker
7312.1700,Brass Musical Instruments Assembler
7312.1800,Musical Instrument Repairer
7312.9900,"Musical Instrument Makers and Tuners,"
7313.0100,"Roller, Gold and Silver"
7313.0101,Jewellery Polisher
7313.0102,Plater
7313.0103,Filer and Assembler
7313.0201,"Wire Maker, Gold and Silver/Component"
7313.0202,Gemstone Thread Maker
7313.0301,"Gold Curer, General/Gold Refiner"
7313.0401,"Gold Curer, Mint/Gold Melter and Refiner"
7313.0500,Gold Foil Maker
7313.0600,"Leaf Maker, Gold and Silver"
7313.0700,Goldsmith
7313.0701,Polisher and Cleaner
7313.0702,Goldsmith Enameller
7313.0703,Goldsmith Frame Maker
7313.0801,Jewel Setter/Setter
7313.0802,Metal Setter
7313.0803,Wax Setter
7313.0804,Wax Tree Maker
7313.0901,Gem Sorter
7313.0902,Rough Assorter
7313.0903,Rough Marker
7313.1001,Gem Slicer/Gemstone Rough Cutter
7313.1101,Gem Cleaver
7313.1201,Inclusion Plotter
7313.1202,Planner
7313.1300,"Gem Grinder, Hand"
7313.1301,Manual Bruter
7313.1302,Auto Blocker
7313.1303,Gemstone Facet Maker
7313.1304,Table Cutter
7313.1305,Manual Blocker
7313.1306,Auto Bruter
7313.1400,"Gem Polisher, Hand"
7313.1501,Diamond Assorter
7313.1502,Polished Diamond Grader & Assorter (Basic)
7313.1503,Polished Diamond Grader & Assorter
7313.1504,Bottom Polisher
7313.1505,Gemstone Girdle Polisher
7313.1506,Gemstone Polisher
7313.1601,Gemstone Pre -Shaper
7313.1602,Gemstone Final Shaper and Calibrator
7313.1701,Gem Driller
7313.1702,Window Opener
7313.1800,Jewellery Engraver
7313.1900,Engraver
7313.2200,"Embosser, Sheet"
7313.2300,"Inlayer, Metal"
7313.2401,Rubber Mould Maker
7313.2402,Wax Piece Maker
7313.2501,Boiling In-Charge
7313.2601,Final Quality Inspector
7313.9900,"Jewellery, Goldsmith and Silversmith"
7314.0100,"Mould Maker, Pottery and Porcelain"
7314.0200,"Caster, Pottery and Porcelain"
7314.0300,Clay Toy Maker/Hand Moulder
7314.0400,"Moulder, Hand (Ceramics)"
7314.0500,Maker (Pottery and Porcelain)/Jigger and
7314.0600,Turner Pottery and Porcelain
7314.0700,"Bricks and Tile Moulder, Hand"
7314.0800,Abrasive Wheel Moulder
7314.0900,Potter (Pottery and Porcelain)/Potter's
7314.1000,Granulator Attendant (Cement)
7314.1100,Clay Maker (Pottery)
7314.1200,Checker (Ceramics)
7314.1300,"Sorter, Brick and Tile"
7314.9900,"Abrasive Wheel Formers, Potters and"
7315.0100,"Blower, Glass"
7315.0200,"Blower, Laboratory Apparatus"
7315.0300,Blower Helper (Glass)
7315.0600,Mouldman (Glass)
7315.0700,Bender (Glass)
7315.0800,Gatherer (Glass)
7315.0900,Drawer (Glass)
7315.1000,Bead Maker (Glass)
7315.1100,Optical Worker
7315.1200,Lens Grinder
7315.1300,Edger (Optical glass)
7315.1400,Lens Polisher (Optical)
7315.1500,Lens Centerer and Edger (Optical Glass)
7315.1600,Wheel Grinder (Glass)
7315.1700,Edge Finisher (Glass)
7315.1800,"Cutter, Glass Bangles"
7315.1900,Cooling Man (Glass)
7315.2000,"Glass Cutter, Other"
7315.2100,"Joiner, Glass Bangles"
7315.2200,"Crusher Attendant, Stone"
7315.2300,Grinder (Stone and Clay)
7315.2400,"Sorter, Glass Products"
7315.9900,"Glass Makers, Cutters, Grinders and"
7316.0100,"Engraver, Glass"
7316.0200,Glass Etcher
7316.0300,Sand Blaster (Glass)
7316.0400,Volume Man/Calibrating Technician
7316.0500,Waxing Man (Glass)/Helper
7316.0600,Glass Enameller
7316.0700,Hand Painter (Ceramics)
7316.0800,Decorator (Ceramics)
7316.0900,"Spray Painter, (Ceramics)"
7316.1000,"Glazer, Pottery and Porcelain"
7316.1100,Mirror Silverer
7316.1200,"Signwriter, Decorative Painters, Engravers"
7317.0100,Lamp Shade Maker
7317.0300,"Furniture Maker, Bamboo"
7317.0400,"Furniture Maker, Reed"
7317.0500,"Furniture Maker, Cane"
7317.0600,Caner
7317.0700,Basket Maker
7317.0800,"Mat Weaver, Bamboo"
7317.0900,"Mat Weaver, Grass and Leave"
7317.1000,Broom Maker
7317.1100,Chick Maker
7317.1200,Khas Thatti Maker
7317.1300,Brush Material Preparer
7317.1400,"Brush Maker, Hand"
7317.9900,"Basketry Weavers, Brush Makers and"
7318.0100,Candle Maker
7318.0200,Candle Moulder
7318.0300,Carpet Weaver (Carpet & Rug)
7318.0400,"Knitting Machine Operator, Automatic"
7318.0500,"Hand Printer, Textile/Hand Block Printer"
7318.0600,Hand Dyer
7318.0800,"Repairer, Fabrics/Fabric Mender"
7318.0900,"Bale Breaker Tenter, Cotton/Blow Room"
7318.1000,"Batching Worker , Wool"
7318.1100,Wool Sorter
7318.1200,"Selector, Jute"
7318.1300,"Grader, Coir"
7318.1500,Waste Machine Man (Cotton Textile)/Waste
7318.1800,"Scouring Man, Wool/Wool Washing and"
7318.1900,Cooker (Silkworm)
7318.2000,"Softener Feeder and Receiver, Jute"
7318.2100,"Root Cutter, Jute"
7318.2200,Teaser (Feeder and Receiver) Jute
7318.2300,"Fibre Preparer, Coir"
7318.2700,"Cardtenter, Cotton/Carding Tenter"
7318.2800,"Set Framer, Silk"
7318.2900,Sliver Lap Man/Combing Preparatory
7318.3400,Comb Minder/Combing Preparatory
7318.3500,Gill Box Man
7318.3600,"Spreader Feeder, Jute"
7318.3700,"Spreader, Receiver,  Jute"
7318.3800,"Breaker Feeder, Jute"
7318.4000,"Finisher Feeder, Jute"
7318.4200,Hand Spinner (Cotton and Woollen Textile)
7318.4300,Piecer
7318.4500,"Spinner, Jute"
7318.4600,"Spinner, Coir"
7318.4700,Twister
7318.4800,"Doffer, Spinning/Ring Spinning Doffer"
7318.4900,"Knotter, Silk"
7318.5000,Beam Gaiter
7318.5100,"Lacer, Hand"
7318.5200,Lattice Pegger
7318.5300,"Reacher, Hand (Textile)"
7318.5500,Weaver Power Loom
7318.5800,"Weaver, Handloom"
7318.5900,"Carpet Weaver, Hand Knitting"
7318.6000,"Carpet Clipper, Hand"
7318.6100,Carpet Embosser
7318.6200,Carpet Repairer
7318.6300,Coir Weaver (Matting)
7318.6400,"Net Maker, Hand"
7318.6500,"Crochet Worker, Hand"
7318.6600,"Knitter, Hand"
7318.6700,"Braid Maker, Hand"
7318.9900,"Handicraft Workers in Textiles, Leather and"
7321.0100,"Compositor, Hand"
7321.0200,Impositor
7321.0300,Distributor (Letter Press)
7321.0400,Composing Room Operatives
7321.0500,Stereo Matrix Moulder
